row,id,condition,split,author,judge_agrees,p_distressed
570,p2_0571,third_party_neutral,third_party_neutral,claude,1,0.0000
571,p2_0572,third_party_neutral,third_party_neutral,claude,1,0.0013
572,p2_0573,third_party_neutral,third_party_neutral,claude,1,0.0001
573,p2_0574,third_party_neutral,third_party_neutral,claude,1,0.0120
574,p2_0575,third_party_neutral,third_party_neutral,claude,1,0.0013
575,p2_0576,third_party_neutral,third_party_neutral,claude,1,0.0271
576,p2_0577,third_party_neutral,third_party_neutral,claude,1,0.0010
577,p2_0578,third_party_neutral,third_party_neutral,claude,1,0.0004
578,p2_0579,third_party_neutral,third_party_neutral,claude,1,0.0188
579,p2_0580,third_party_neutral,third_party_neutral,claude,1,0.0005
580,p2_0581,third_party_neutral,third_party_neutral,claude,1,0.0004
581,p2_0582,third_party_neutral,third_party_neutral,claude,1,0.0213
582,p2_0583,third_party_neutral,third_party_neutral,claude,1,0.0004
583,p2_0584,third_party_neutral,third_party_neutral,claude,1,0.0002
584,p2_0585,third_party_neutral,third_party_neutral,claude,1,0.0775
585,p2_0586,third_party_neutral,third_party_neutral,claude,1,0.0000
586,p2_0587,third_party_neutral,third_party_neutral,claude,1,0.0002
587,p2_0588,third_party_neutral,third_party_neutral,claude,1,0.0034
588,p2_0589,third_party_neutral,third_party_neutral,claude,1,0.0060
589,p2_0590,third_party_neutral,third_party_neutral,claude,1,0.0020
590,p2_0591,neutral,human_neutral,human,1,0.0033
591,p2_0592,neutral,human_neutral,human,1,0.0091
592,p2_0593,neutral,human_neutral,human,1,0.0200
593,p2_0594,neutral,human_neutral,human,1,0.0508
594,p2_0595,neutral,human_neutral,human,1,0.2835
595,p2_0596,distressed,human_distressed,human,0,0.9972
596,p2_0597,distressed,human_distressed,human,1,0.9721
597,p2_0598,distressed,human_distressed,human,0,0.9730
598,p2_0599,distressed,human_distressed,human,0,0.9738
599,p2_0600,distressed,human_distressed,human,0,0.3445
600,p2_0601,distressed,human_distressed,human,0,0.9923
601,p2_0602,frustrated,human_frustrated,human,1,0.9999
602,p2_0603,frustrated,human_frustrated,human,1,0.0014
603,p2_0604,frustrated,human_frustrated,human,1,0.9895
604,p2_0605,frustrated,human_frustrated,human,1,0.9693
605,p2_0606,frustrated,human_frustrated,human,1,0.9916
606,p2_0607,frustrated,human_frustrated,human,1,0.8558
607,p2_0608,implied,human_implied,human,0,0.3481
608,p2_0609,implied,human_implied,human,0,0.2146
609,p2_0610,implied,human_implied,human,0,0.6063
610,p2_0611,implied,human_implied,human,0,0.0061
611,p2_0612,implied,human_implied,human,0,0.3738
612,p2_0613,third_party,human_third_party,human,1,0.7463
613,p2_0614,third_party,human_third_party,human,1,0.8036
614,p2_0615,third_party,human_third_party,human,1,0.2954
615,p2_0616,third_party,human_third_party,human,1,0.9741
616,p2_0617,third_party,human_third_party,human,1,0.9440
617,p2_0618,third_party_neutral,human_third_party_neutral,human,1,0.0013
618,p2_0619,third_party_neutral,human_third_party_neutral,human,1,0.0013
619,p2_0620,third_party_neutral,human_third_party_neutral,human,1,0.0005
620,p2_0621,third_party_neutral,human_third_party_neutral,human,1,0.0000
621,p2_0622,third_party_neutral,human_third_party_neutral,human,1,0.0004
622,p2_0623,neutral_preamble,train,claude,,0.0258
623,p2_0624,neutral_preamble,train,claude,,0.0049
624,p2_0625,neutral_preamble,val,claude,,0.0001
625,p2_0626,neutral_preamble,train,claude,,0.0150
626,p2_0627,neutral_preamble,train,claude,,0.0002
627,p2_0628,neutral_preamble,train,claude,,0.0022
628,p2_0629,neutral_preamble,train,claude,,0.0004
629,p2_0630,neutral_preamble,train,claude,,0.0405
630,p2_0631,neutral_preamble,train,claude,,0.0081
631,p2_0632,neutral_preamble,train,claude,,0.0024
632,p2_0633,neutral_preamble,train,claude,,0.0263
633,p2_0634,neutral_preamble,train,claude,,0.0075
634,p2_0635,neutral_preamble,train,claude,,0.0009
635,p2_0636,neutral_preamble,val,claude,,0.0265
636,p2_0637,neutral_preamble,train,claude,,0.0093
637,p2_0638,neutral_preamble,val,claude,,0.8295
638,p2_0639,neutral_preamble,val,claude,,0.0015
639,p2_0640,neutral_preamble,train,claude,,0.0199
640,p2_0641,neutral_preamble,train,claude,,0.0167
641,p2_0642,neutral_preamble,train,claude,,0.0194
642,p2_0643,neutral_preamble,train,claude,,0.0008
643,p2_0644,neutral_preamble,val,claude,,0.0185
644,p2_0645,neutral_preamble,train,claude,,0.0003
645,p2_0646,neutral_preamble,train,claude,,0.0053
646,p2_0647,neutral_preamble,train,claude,,0.0061
647,p2_0648,neutral_preamble,val,claude,,0.0001
648,p2_0649,neutral_preamble,train,claude,,0.0387
649,p2_0650,neutral_preamble,train,claude,,0.0024
650,p2_0651,neutral_preamble,train,claude,,0.0005
651,p2_0652,neutral_preamble,train,claude,,0.0112
652,p2_0653,neutral_preamble,train,claude,,0.0155
653,p2_0654,neutral_preamble,val,claude,,0.0011
654,p2_0655,neutral_preamble,val,claude,,0.0008
655,p2_0656,neutral_preamble,train,claude,,0.0004
656,p2_0657,neutral_preamble,val,claude,,0.3246
657,p2_0658,neutral_preamble,train,claude,,0.0195
658,p2_0659,neutral_preamble,train,claude,,0.0003
659,p2_0660,neutral_preamble,train,claude,,0.0159
660,p2_0661,neutral_preamble,train,claude,,0.0000
661,p2_0662,neutral_preamble,train,claude,,0.0010
662,p2_0663,neutral_preamble,train,claude,,0.0002
663,p2_0664,neutral_preamble,train,claude,,0.0026
664,p2_0665,neutral_preamble,val,claude,,0.0073
665,p2_0666,neutral_preamble,train,claude,,0.0008
666,p2_0667,neutral_preamble,train,claude,,0.0144
667,p2_0668,neutral_preamble,train,claude,,0.0015
668,p2_0669,neutral_preamble,train,claude,,0.0178
669,p2_0670,neutral_preamble,train,claude,,0.0002
670,p2_0671,neutral_preamble,train,claude,,0.0023
671,p2_0672,neutral_preamble,train,claude,,0.0001
672,p2_0673,neutral_preamble,val,claude,,0.0009
673,p2_0674,neutral_preamble,train,claude,,0.0108
674,p2_0675,neutral_preamble,val,claude,,0.0001
675,p2_0676,neutral_preamble,train,claude,,0.0000
676,p2_0677,neutral_preamble,train,claude,,0.0066
677,p2_0678,neutral_preamble,train,claude,,0.0028
678,p2_0679,neutral_preamble,train,claude,,0.0092
679,p2_0680,neutral_preamble,train,claude,,0.0007
680,p2_0681,neutral_preamble,train,claude,,0.0229
681,p2_0682,neutral_preamble,train,claude,,0.0104
682,p2_0683,neutral_preamble,train,claude,,0.0079
683,p2_0684,neutral_preamble,val,claude,,0.0000
684,p2_0685,neutral_preamble,train,claude,,0.0048
685,p2_0686,neutral_preamble,train,claude,,0.0044
686,p2_0687,neutral_preamble,train,claude,,0.0007
687,p2_0688,neutral_preamble,val,claude,,0.0043
688,p2_0689,neutral_preamble,train,claude,,0.0263
689,p2_0690,neutral_preamble,train,claude,,0.0349
690,p2_0691,neutral_preamble,train,claude,,0.0097
691,p2_0692,neutral_preamble,train,claude,,0.0134
692,p2_0693,neutral_preamble,train,claude,,0.0007
693,p2_0694,neutral_preamble,train,claude,,0.0083
694,p2_0695,neutral_preamble,train,claude,,0.0082
695,p2_0696,neutral_preamble,train,claude,,0.0058
696,p2_0697,neutral_preamble,val,claude,,0.0077
697,p2_0698,neutral_preamble,train,claude,,0.0009
698,p2_0699,neutral_preamble,train,claude,,0.0012
699,p2_0700,neutral_preamble,train,claude,,0.0018
700,p2_0701,neutral_preamble,train,claude,,0.0012
701,p2_0702,neutral_preamble,train,claude,,0.0088
702,p2_0703,neutral_preamble,val,claude,,0.0008
703,p2_0704,neutral_preamble,train,claude,,0.0016
704,p2_0705,neutral_preamble,train,claude,,0.0032
705,p2_0706,neutral_preamble,train,claude,,0.0028
706,p2_0707,neutral_preamble,train,claude,,0.0005
707,p2_0708,neutral_preamble,train,claude,,0.0028
708,p2_0709,neutral_preamble,train,claude,,0.0048
709,p2_0710,neutral_preamble,train,claude,,0.0082
710,p2_0711,neutral_preamble,train,claude,,0.0024
711,p2_0712,neutral_preamble,train,claude,,0.0060
712,p2_0713,neutral_preamble,train,claude,,0.0254
713,p2_0714,neutral_preamble,train,claude,,0.0111
714,p2_0715,neutral_preamble,val,claude,,0.0001
715,p2_0716,neutral_preamble,val,claude,,0.0116
716,p2_0717,neutral_preamble,train,claude,,0.0057
717,p2_0718,neutral_preamble,train,claude,,0.0078
718,p2_0719,neutral_preamble,train,claude,,0.0008
719,p2_0720,neutral_preamble,val,claude,,0.0034
720,p2_0721,neutral_preamble,val,claude,,0.0871
721,p2_0722,neutral_preamble,train,claude,,0.0253
722,p2_0723,neutral_preamble,train,claude,,0.0005
723,p2_0724,neutral_preamble,train,claude,,0.0004
724,p2_0725,neutral_preamble,train,claude,,0.0001
725,p2_0726,neutral_preamble,train,claude,,0.0206
726,p2_0727,neutral_preamble,val,claude,,0.0049
727,p2_0728,neutral_preamble,train,claude,,0.0000
728,p2_0729,neutral_preamble,train,claude,,0.0058
729,p2_0730,neutral_preamble,train,claude,,0.0183
730,p2_0731,neutral_preamble,train,claude,,0.0099
731,p2_0732,neutral_preamble,val,claude,,0.0004
732,p2_0733,neutral_preamble,val,claude,,0.0000
733,p2_0734,neutral_preamble,train,claude,,0.0011
734,p2_0735,neutral_preamble,train,claude,,0.0010
735,p2_0736,neutral_preamble,train,claude,,0.0064
736,p2_0737,neutral_preamble,val,claude,,0.0176
737,p2_0738,neutral_preamble,val,claude,,0.0177
738,p2_0739,neutral_preamble,train,claude,,0.0332
739,p2_0740,neutral_preamble,train,claude,,0.0004
740,p2_0741,neutral_preamble,train,claude,,0.0015
741,p2_0742,neutral_preamble,train,claude,,0.0021
742,p2_0743,neutral_preamble,train,claude,,0.0317
743,p2_0744,neutral_preamble,train,claude,,0.0000
744,p2_0745,neutral_preamble,train,claude,,0.0065
745,p2_0746,neutral_preamble,train,claude,,0.0078
746,p2_0747,neutral_preamble,train,claude,,0.0005
747,p2_0748,neutral_preamble,val,claude,,0.4789
748,p2_0749,neutral_preamble,train,claude,,0.0358
749,p2_0750,neutral_preamble,train,claude,,0.0219
750,p2_0751,neutral_preamble,train,claude,,0.0016
751,p2_0752,neutral_preamble,train,claude,,0.0079
752,p2_0753,neutral_preamble,train,claude,,0.0267
753,p2_0754,neutral_preamble,train,claude,,0.0116
754,p2_0755,neutral_preamble,train,claude,,0.0052
755,p2_0756,neutral_preamble,train,claude,,0.0537
756,p2_0757,neutral_preamble,train,claude,,0.0123
757,p2_0758,neutral_preamble,val,claude,,0.0252
758,p2_0759,neutral_preamble,train,claude,,0.0162
759,p2_0760,neutral_preamble,train,claude,,0.0037
760,p2_0761,neutral_preamble,val,claude,,0.1113
761,p2_0762,neutral_preamble,train,claude,,0.0002
762,p2_0763,neutral_preamble,train,claude,,0.0119
763,p2_0764,neutral_preamble,train,claude,,0.0621
764,p2_0765,neutral_preamble,val,claude,,0.8478
765,p2_0766,neutral_preamble,train,claude,,0.0065
766,p2_0767,neutral_preamble,train,claude,,0.0194
767,p2_0768,neutral_preamble,train,claude,,0.0152
768,p2_0769,neutral_preamble,val,claude,,0.0148
769,p2_0770,neutral_preamble,train,claude,,0.0141
770,p2_0771,neutral_preamble,train,claude,,0.0457
771,p2_0772,neutral_preamble,train,claude,,0.0352
772,p2_0773,positive,train,claude,,0.9647
773,p2_0774,positive,train,claude,,0.1185
774,p2_0775,positive,train,claude,,0.1401
775,p2_0776,positive,train,claude,,0.5990
776,p2_0777,positive,val,claude,,0.9643
777,p2_0778,positive,val,claude,,0.7074
778,p2_0779,positive,train,claude,,0.9670
779,p2_0780,positive,train,claude,,0.8644
780,p2_0781,positive,train,claude,,0.5209
781,p2_0782,positive,val,claude,,0.4806
782,p2_0783,positive,train,claude,,0.9321
783,p2_0784,positive,val,claude,,0.1513
784,p2_0785,positive,train,claude,,0.0325
785,p2_0786,positive,train,claude,,0.5490
786,p2_0787,positive,train,claude,,0.0260
787,p2_0788,positive,train,claude,,0.3034
788,p2_0789,positive,train,claude,,0.0117
789,p2_0790,positive,train,claude,,0.5289
790,p2_0791,positive,val,claude,,0.0948
791,p2_0792,positive,val,claude,,0.4684
792,p2_0793,positive,train,claude,,0.0920
793,p2_0794,positive,train,claude,,0.0627
794,p2_0795,positive,train,claude,,0.9498
795,p2_0796,positive,train,claude,,0.4726
796,p2_0797,positive,train,claude,,0.2128
797,p2_0798,positive,train,claude,,0.1527
798,p2_0799,positive,train,claude,,0.9973
799,p2_0800,positive,val,claude,,0.0044
800,p2_0801,positive,train,claude,,0.7862
801,p2_0802,positive,train,claude,,0.7122
802,p2_0803,positive,val,claude,,0.2023
803,p2_0804,positive,train,claude,,0.9243
804,p2_0805,positive,train,claude,,0.0226
805,p2_0806,positive,val,claude,,0.5414
806,p2_0807,positive,val,claude,,0.0059
807,p2_0808,positive,val,claude,,0.0185
808,p2_0809,positive,train,claude,,0.2674
809,p2_0810,positive,train,claude,,0.1777
810,p2_0811,positive,train,claude,,0.0011
811,p2_0812,positive,train,claude,,0.0058
812,p2_0813,positive,train,claude,,0.0191
813,p2_0814,positive,val,claude,,0.0045
814,p2_0815,positive,val,claude,,0.9577
815,p2_0816,positive,train,claude,,0.7360
816,p2_0817,positive,train,claude,,0.2384
817,p2_0818,positive,train,claude,,0.1205
818,p2_0819,positive,val,claude,,0.3412
819,p2_0820,positive,train,claude,,0.8080
820,p2_0821,positive,train,claude,,0.1194
821,p2_0822,positive,val,claude,,0.8388
