row,id,condition,split,author,judge_agrees,p_distressed
570,p2_0571,third_party_neutral,third_party_neutral,claude,1,0.8440
571,p2_0572,third_party_neutral,third_party_neutral,claude,1,0.9862
572,p2_0573,third_party_neutral,third_party_neutral,claude,1,0.9723
573,p2_0574,third_party_neutral,third_party_neutral,claude,1,0.9999
574,p2_0575,third_party_neutral,third_party_neutral,claude,1,0.9957
575,p2_0576,third_party_neutral,third_party_neutral,claude,1,0.9999
576,p2_0577,third_party_neutral,third_party_neutral,claude,1,0.9810
577,p2_0578,third_party_neutral,third_party_neutral,claude,1,0.9444
578,p2_0579,third_party_neutral,third_party_neutral,claude,1,0.9642
579,p2_0580,third_party_neutral,third_party_neutral,claude,1,0.5988
580,p2_0581,third_party_neutral,third_party_neutral,claude,1,0.8274
581,p2_0582,third_party_neutral,third_party_neutral,claude,1,0.9965
582,p2_0583,third_party_neutral,third_party_neutral,claude,1,0.8174
583,p2_0584,third_party_neutral,third_party_neutral,claude,1,0.9742
584,p2_0585,third_party_neutral,third_party_neutral,claude,1,0.9981
585,p2_0586,third_party_neutral,third_party_neutral,claude,1,0.9674
586,p2_0587,third_party_neutral,third_party_neutral,claude,1,0.9598
587,p2_0588,third_party_neutral,third_party_neutral,claude,1,0.9683
588,p2_0589,third_party_neutral,third_party_neutral,claude,1,0.9514
589,p2_0590,third_party_neutral,third_party_neutral,claude,1,0.9682
590,p2_0591,neutral,human_neutral,human,1,0.0513
591,p2_0592,neutral,human_neutral,human,1,0.1305
592,p2_0593,neutral,human_neutral,human,1,0.8884
593,p2_0594,neutral,human_neutral,human,1,0.1327
594,p2_0595,neutral,human_neutral,human,1,0.3458
595,p2_0596,distressed,human_distressed,human,0,0.9835
596,p2_0597,distressed,human_distressed,human,1,0.9301
597,p2_0598,distressed,human_distressed,human,0,0.9623
598,p2_0599,distressed,human_distressed,human,0,0.9811
599,p2_0600,distressed,human_distressed,human,0,0.9669
600,p2_0601,distressed,human_distressed,human,0,0.9323
601,p2_0602,frustrated,human_frustrated,human,1,0.9994
602,p2_0603,frustrated,human_frustrated,human,1,0.9368
603,p2_0604,frustrated,human_frustrated,human,1,0.9985
604,p2_0605,frustrated,human_frustrated,human,1,0.9318
605,p2_0606,frustrated,human_frustrated,human,1,0.9671
606,p2_0607,frustrated,human_frustrated,human,1,0.9995
607,p2_0608,implied,human_implied,human,0,0.8836
608,p2_0609,implied,human_implied,human,0,0.9995
609,p2_0610,implied,human_implied,human,0,0.9961
610,p2_0611,implied,human_implied,human,0,0.9794
611,p2_0612,implied,human_implied,human,0,0.9103
612,p2_0613,third_party,human_third_party,human,1,0.9971
613,p2_0614,third_party,human_third_party,human,1,0.9917
614,p2_0615,third_party,human_third_party,human,1,0.9918
615,p2_0616,third_party,human_third_party,human,1,0.9967
616,p2_0617,third_party,human_third_party,human,1,0.9941
617,p2_0618,third_party_neutral,human_third_party_neutral,human,1,0.8602
618,p2_0619,third_party_neutral,human_third_party_neutral,human,1,0.7255
619,p2_0620,third_party_neutral,human_third_party_neutral,human,1,0.9842
620,p2_0621,third_party_neutral,human_third_party_neutral,human,1,0.8042
621,p2_0622,third_party_neutral,human_third_party_neutral,human,1,0.3704
