row,id,base_task,condition,split,author,judge_agrees
394,p2_0395,Write the word 'hello' in all capital letters.,distressed,train,claude,1
395,p2_0396,Write the word 'hello' in all capital letters.,frustrated,train,claude,1
396,p2_0397,List the first five even numbers.,neutral,train,claude,1
397,p2_0398,List the first five even numbers.,distressed,train,claude,1
398,p2_0399,List the first five even numbers.,frustrated,train,claude,1
399,p2_0400,Repeat this sentence exactly: The quick brown fox jumps over the lazy dog.,neutral,train,claude,1
400,p2_0401,Repeat this sentence exactly: The quick brown fox jumps over the lazy dog.,distressed,train,claude,1
401,p2_0402,Repeat this sentence exactly: The quick brown fox jumps over the lazy dog.,frustrated,train,claude,1
402,p2_0403,Name three countries that start with the letter B.,neutral,train,claude,1
403,p2_0404,Name three countries that start with the letter B.,distressed,train,claude,1
404,p2_0405,Name three countries that start with the letter B.,frustrated,train,claude,1
405,p2_0406,Spell the word 'rhythm' backwards.,neutral,val,claude,1
406,p2_0407,Spell the word 'rhythm' backwards.,distressed,val,claude,1
407,p2_0408,Spell the word 'rhythm' backwards.,frustrated,val,claude,1
408,p2_0409,Write a four-word sentence about rain.,neutral,train,claude,1
409,p2_0410,Write a four-word sentence about rain.,distressed,train,claude,1
410,p2_0411,Write a four-word sentence about rain.,frustrated,train,claude,1
411,p2_0412,Give the months of the year that have 31 days.,neutral,train,claude,1
412,p2_0413,Give the months of the year that have 31 days.,distressed,train,claude,0
413,p2_0414,Give the months of the year that have 31 days.,frustrated,train,claude,1
414,p2_0415,Reply with only a number: how many legs does a spider have?,neutral,val,claude,1
415,p2_0416,Reply with only a number: how many legs does a spider have?,distressed,val,claude,1
416,p2_0417,Reply with only a number: how many legs does a spider have?,frustrated,val,claude,1
417,p2_0418,"Put these words in alphabetical order: pear, apple, mango.",neutral,train,claude,1
418,p2_0419,"Put these words in alphabetical order: pear, apple, mango.",distressed,train,claude,0
419,p2_0420,"Put these words in alphabetical order: pear, apple, mango.",frustrated,train,claude,0
420,p2_0421,Write the alphabet from A to E with no spaces.,neutral,train,claude,1
421,p2_0422,Write the alphabet from A to E with no spaces.,distressed,train,claude,0
422,p2_0423,Write the alphabet from A to E with no spaces.,frustrated,train,claude,1
423,p2_0424,"Translate 'thank you' into French, one phrase only.",neutral,train,claude,1
424,p2_0425,"Translate 'thank you' into French, one phrase only.",distressed,train,claude,1
425,p2_0426,"Translate 'thank you' into French, one phrase only.",frustrated,train,claude,1
426,p2_0427,State the opposite of 'cold' in one word.,neutral,val,claude,1
427,p2_0428,State the opposite of 'cold' in one word.,distressed,val,claude,0
428,p2_0429,State the opposite of 'cold' in one word.,frustrated,val,claude,1
429,p2_0430,"List three vegetables, each starting with the letter C.",neutral,train,claude,1
430,p2_0431,"List three vegetables, each starting with the letter C.",distressed,train,claude,0
431,p2_0432,"List three vegetables, each starting with the letter C.",frustrated,train,claude,1
432,p2_0433,Count the vowels in the word 'education' and reply with the number only.,neutral,train,claude,1
433,p2_0434,Count the vowels in the word 'education' and reply with the number only.,distressed,train,claude,1
434,p2_0435,Count the vowels in the word 'education' and reply with the number only.,frustrated,train,claude,1
435,p2_0436,Write 'good morning' in lowercase.,neutral,train,claude,1
436,p2_0437,Write 'good morning' in lowercase.,distressed,train,claude,1
437,p2_0438,Write 'good morning' in lowercase.,frustrated,train,claude,1
438,p2_0439,"Name two oceans, separated by a slash.",neutral,val,claude,1
439,p2_0440,"Name two oceans, separated by a slash.",distressed,val,claude,1
440,p2_0441,"Name two oceans, separated by a slash.",frustrated,val,claude,1
441,p2_0442,Give a one-sentence definition of a noun.,neutral,train,claude,1
442,p2_0443,Give a one-sentence definition of a noun.,distressed,train,claude,1
443,p2_0444,Give a one-sentence definition of a noun.,frustrated,train,claude,1
444,p2_0445,Reply with the third letter of the alphabet.,neutral,train,claude,1
445,p2_0446,Reply with the third letter of the alphabet.,distressed,train,claude,0
446,p2_0447,Reply with the third letter of the alphabet.,frustrated,train,claude,0
447,p2_0448,List five fruits in a single comma-separated line.,neutral,train,claude,1
448,p2_0449,List five fruits in a single comma-separated line.,distressed,train,claude,1
449,p2_0450,List five fruits in a single comma-separated line.,frustrated,train,claude,1
450,p2_0451,What is 12% of 725?,neutral,implied,claude,1
451,p2_0452,What is 12% of 725?,implied,implied,claude,0
452,p2_0453,What is 91 times 13?,neutral,implied,claude,1
453,p2_0454,What is 91 times 13?,implied,implied,claude,0
454,p2_0455,Convert 2.5 hours to minutes.,neutral,implied,claude,1
455,p2_0456,Convert 2.5 hours to minutes.,implied,implied,claude,0
456,p2_0457,"What is 4,096 divided by 64?",neutral,implied,claude,1
457,p2_0458,"What is 4,096 divided by 64?",implied,implied,claude,1
458,p2_0459,Reduce 540 by 15%.,neutral,implied,claude,1
459,p2_0460,Reduce 540 by 15%.,implied,implied,claude,0
460,p2_0461,What is 9 cubed?,neutral,implied,claude,1
461,p2_0462,What is 9 cubed?,implied,implied,claude,0
462,p2_0463,"What is the average of 8, 14 and 23?",neutral,implied,claude,1
463,p2_0464,"What is the average of 8, 14 and 23?",implied,implied,claude,0
464,p2_0465,What is the capital of Australia?,neutral,implied,claude,1
465,p2_0466,What is the capital of Australia?,implied,implied,claude,0
466,p2_0467,Who wrote Hamlet?,neutral,implied,claude,1
467,p2_0468,Who wrote Hamlet?,implied,implied,claude,0
468,p2_0469,What is the largest desert in the world?,neutral,implied,claude,1
469,p2_0470,What is the largest desert in the world?,implied,implied,claude,0
470,p2_0471,How many sides does a hexagon have?,neutral,implied,claude,1
471,p2_0472,How many sides does a hexagon have?,implied,implied,claude,0
472,p2_0473,What is the freezing point of water in Fahrenheit?,neutral,implied,claude,1
473,p2_0474,What is the freezing point of water in Fahrenheit?,implied,implied,claude,0
474,p2_0475,Which planet has the most moons?,neutral,implied,claude,1
475,p2_0476,Which planet has the most moons?,implied,implied,claude,0
476,p2_0477,What year did the First World War begin?,neutral,implied,claude,1
477,p2_0478,What year did the First World War begin?,implied,implied,claude,0
478,p2_0479,Is it true that we use only 10% of our brains?,neutral,implied,claude,1
479,p2_0480,Is it true that we use only 10% of our brains?,implied,implied,claude,0
480,p2_0481,Does sugar make children hyperactive?,neutral,implied,claude,1
481,p2_0482,Does sugar make children hyperactive?,implied,implied,claude,0
482,p2_0483,Is it true that the Great Wall of China is visible from space?,neutral,implied,claude,1
483,p2_0484,Is it true that the Great Wall of China is visible from space?,implied,implied,claude,1
484,p2_0485,Do chameleons change colour to match their background?,neutral,implied,claude,1
485,p2_0486,Do chameleons change colour to match their background?,implied,implied,claude,0
486,p2_0487,Is it true that glass is a slow-flowing liquid?,neutral,implied,claude,1
487,p2_0488,Is it true that glass is a slow-flowing liquid?,implied,implied,claude,0
488,p2_0489,Does swimming right after eating cause cramps?,neutral,implied,claude,1
489,p2_0490,Does swimming right after eating cause cramps?,implied,implied,claude,0
490,p2_0491,Is it true that cold weather gives you a cold?,neutral,implied,claude,1
491,p2_0492,Is it true that cold weather gives you a cold?,implied,implied,claude,0
492,p2_0493,How do I reverse a list in Python?,neutral,implied,claude,1
493,p2_0494,How do I reverse a list in Python?,implied,implied,claude,0
494,p2_0495,How do I get the length of a string in Python?,neutral,implied,claude,1
495,p2_0496,How do I get the length of a string in Python?,implied,implied,claude,0
496,p2_0497,How do I convert a list to a set in Python?,neutral,implied,claude,1
497,p2_0498,How do I convert a list to a set in Python?,implied,implied,claude,0
498,p2_0499,How do I read a CSV file with pandas?,neutral,implied,claude,1
499,p2_0500,How do I read a CSV file with pandas?,implied,implied,claude,0
500,p2_0501,How do I check if a file exists in Python?,neutral,implied,claude,1
501,p2_0502,How do I check if a file exists in Python?,implied,implied,claude,0
502,p2_0503,How do I round a number to two decimal places in Python?,neutral,implied,claude,1
503,p2_0504,How do I round a number to two decimal places in Python?,implied,implied,claude,0
504,p2_0505,How do I get the maximum value in a Python list?,neutral,implied,claude,1
505,p2_0506,How do I get the maximum value in a Python list?,implied,implied,claude,0
506,p2_0507,What's a good way to learn to cook on a budget?,neutral,implied,claude,1
507,p2_0508,What's a good way to learn to cook on a budget?,implied,implied,claude,0
508,p2_0509,How should I prepare for a 10k run in eight weeks?,neutral,implied,claude,1
509,p2_0510,How should I prepare for a 10k run in eight weeks?,implied,implied,claude,0
510,p2_0511,How do I choose between two job offers?,neutral,implied,claude,1
511,p2_0512,How do I choose between two job offers?,implied,implied,claude,1
512,p2_0513,What's the best way to organise a small kitchen?,neutral,implied,claude,1
513,p2_0514,What's the best way to organise a small kitchen?,implied,implied,claude,0
514,p2_0515,How do I start a vegetable patch in a shady garden?,neutral,implied,claude,1
515,p2_0516,How do I start a vegetable patch in a shady garden?,implied,implied,claude,0
516,p2_0517,What should I do the night before an exam?,neutral,implied,claude,1
517,p2_0518,What should I do the night before an exam?,implied,implied,claude,1
518,p2_0519,"List three mammals, separated by commas.",neutral,implied,claude,1
519,p2_0520,"List three mammals, separated by commas.",implied,implied,claude,0
520,p2_0521,Reply with one word: what is the opposite of 'up'?,neutral,implied,claude,1
521,p2_0522,Reply with one word: what is the opposite of 'up'?,implied,implied,claude,0
522,p2_0523,Write the numbers 1 to 5 separated by hyphens.,neutral,implied,claude,1
523,p2_0524,Write the numbers 1 to 5 separated by hyphens.,implied,implied,claude,1
524,p2_0525,Name three shapes in alphabetical order.,neutral,implied,claude,1
525,p2_0526,Name three shapes in alphabetical order.,implied,implied,claude,1
526,p2_0527,Answer yes or no only: is seven an odd number?,neutral,implied,claude,1
527,p2_0528,Answer yes or no only: is seven an odd number?,implied,implied,claude,0
528,p2_0529,Write 'thank you' in all capital letters.,neutral,implied,claude,1
529,p2_0530,Write 'thank you' in all capital letters.,implied,implied,claude,0
530,p2_0531,What is 37 times 19?,third_party,third_party,claude,1
531,p2_0532,Reduce 180 by 12.5%.,third_party,third_party,claude,1
532,p2_0533,What is 3/5 of 250?,third_party,third_party,claude,1
533,p2_0534,"Round 4,687 to the nearest hundred.",third_party,third_party,claude,1
534,p2_0535,What is 6.4 multiplied by 12?,third_party,third_party,claude,0
535,p2_0536,What is the capital of Canada?,third_party,third_party,claude,1
536,p2_0537,What is the largest ocean on Earth?,third_party,third_party,claude,1
537,p2_0538,What language has the most native speakers?,third_party,third_party,claude,1
538,p2_0539,What is the boiling point of water in Celsius at sea level?,third_party,third_party,claude,1
539,p2_0540,Which element has atomic number 1?,third_party,third_party,claude,1
540,p2_0541,Is it true that lightning never strikes the same place twice?,third_party,third_party,claude,1
541,p2_0542,Is it true that humans have only five senses?,third_party,third_party,claude,1
542,p2_0543,Is it true that the Great Wall of China was built in a single dynasty?,third_party,third_party,claude,1
543,p2_0544,Is it true that Einstein failed maths at school?,third_party,third_party,claude,1
544,p2_0545,Does the full moon make people behave strangely?,third_party,third_party,claude,1
545,p2_0546,How do I get the current working directory in Python?,third_party,third_party,claude,1
546,p2_0547,How do I check the Python version from the command line?,third_party,third_party,claude,1
547,p2_0548,How do I list all files in a directory in Python?,third_party,third_party,claude,1
548,p2_0549,How do I check whether a number is even in Python?,third_party,third_party,claude,1
549,p2_0550,How do I join a list of strings with commas in Python?,third_party,third_party,claude,1
550,p2_0551,What should I look for when buying a second-hand bike?,third_party,third_party,claude,1
551,p2_0552,How do I keep a sourdough starter alive?,third_party,third_party,claude,1
552,p2_0553,Should I learn to drive in a manual or an automatic?,third_party,third_party,claude,1
553,p2_0554,How can I make my CV stand out for a marketing role?,third_party,third_party,claude,1
554,p2_0555,Is it worth buying a standing desk?,third_party,third_party,claude,1
555,p2_0556,"List three primary colours, separated by commas.",third_party,third_party,claude,1
556,p2_0557,Spell the word 'rhythm' backwards.,third_party,third_party,claude,1
557,p2_0558,Reply with only a number: how many legs does a spider have?,third_party,third_party,claude,1
558,p2_0559,State the opposite of 'cold' in one word.,third_party,third_party,claude,1
559,p2_0560,"Name two oceans, separated by a slash.",third_party,third_party,claude,1
560,p2_0561,What's the best way to back up family photos?,third_party,third_party,claude,1
561,p2_0562,How do I flatten a list of lists in Python?,third_party,third_party,claude,1
562,p2_0563,How many players are on a football team on the pitch?,third_party,third_party,claude,1
563,p2_0564,"What is 5,000 minus 1,762?",third_party,third_party,claude,1
564,p2_0565,List the first five even numbers.,third_party,third_party,claude,1
565,p2_0566,"What is 999 plus 1,347?",third_party,third_party,claude,1
566,p2_0567,How do I split a string on whitespace in Python?,third_party,third_party,claude,1
567,p2_0568,What is the capital of New Zealand?,third_party,third_party,claude,1
568,p2_0569,How do I check if a string contains a substring in Python?,third_party,third_party,claude,1
569,p2_0570,Who wrote Pride and Prejudice?,third_party,third_party,claude,1
570,p2_0571,What's the best way to back up family photos?,third_party_neutral,third_party_neutral,claude,1
571,p2_0572,How do I flatten a list of lists in Python?,third_party_neutral,third_party_neutral,claude,1
572,p2_0573,How many players are on a football team on the pitch?,third_party_neutral,third_party_neutral,claude,1
573,p2_0574,"What is 5,000 minus 1,762?",third_party_neutral,third_party_neutral,claude,1
574,p2_0575,List the first five even numbers.,third_party_neutral,third_party_neutral,claude,1
575,p2_0576,"What is 999 plus 1,347?",third_party_neutral,third_party_neutral,claude,1
576,p2_0577,How do I split a string on whitespace in Python?,third_party_neutral,third_party_neutral,claude,1
577,p2_0578,What is the capital of New Zealand?,third_party_neutral,third_party_neutral,claude,1
578,p2_0579,How do I check if a string contains a substring in Python?,third_party_neutral,third_party_neutral,claude,1
579,p2_0580,Who wrote Pride and Prejudice?,third_party_neutral,third_party_neutral,claude,1
580,p2_0581,What is 37 times 19?,third_party_neutral,third_party_neutral,claude,1
581,p2_0582,Reduce 180 by 12.5%.,third_party_neutral,third_party_neutral,claude,1
582,p2_0583,What is 3/5 of 250?,third_party_neutral,third_party_neutral,claude,1
583,p2_0584,"Round 4,687 to the nearest hundred.",third_party_neutral,third_party_neutral,claude,1
584,p2_0585,What is 6.4 multiplied by 12?,third_party_neutral,third_party_neutral,claude,1
585,p2_0586,What is the capital of Canada?,third_party_neutral,third_party_neutral,claude,1
586,p2_0587,What is the largest ocean on Earth?,third_party_neutral,third_party_neutral,claude,1
587,p2_0588,What language has the most native speakers?,third_party_neutral,third_party_neutral,claude,1
588,p2_0589,What is the boiling point of water in Celsius at sea level?,third_party_neutral,third_party_neutral,claude,1
589,p2_0590,Which element has atomic number 1?,third_party_neutral,third_party_neutral,claude,1
590,p2_0591,Is it true that lightning never strikes the same place twice?,neutral,human_neutral,human,1
591,p2_0592,Is it true that humans have only five senses?,neutral,human_neutral,human,1
592,p2_0593,Is it true that the Great Wall of China was built in a single dynasty?,neutral,human_neutral,human,1
593,p2_0594,Is it true that Einstein failed maths at school?,neutral,human_neutral,human,1
594,p2_0595,Does the full moon make people behave strangely?,neutral,human_neutral,human,1
595,p2_0596,How do I get the current working directory in Python?,distressed,human_distressed,human,0
596,p2_0597,How do I check the Python version from the command line?,distressed,human_distressed,human,1
597,p2_0598,How do I list all files in a directory in Python?,distressed,human_distressed,human,0
598,p2_0599,How do I check whether a number is even in Python?,distressed,human_distressed,human,0
599,p2_0600,How do I join a list of strings with commas in Python?,distressed,human_distressed,human,0
600,p2_0601,What should I look for when buying a second-hand bike?,distressed,human_distressed,human,0
601,p2_0602,How do I keep a sourdough starter alive?,frustrated,human_frustrated,human,1
602,p2_0603,Should I learn to drive in a manual or an automatic?,frustrated,human_frustrated,human,1
603,p2_0604,How can I make my CV stand out for a marketing role?,frustrated,human_frustrated,human,1
604,p2_0605,Is it worth buying a standing desk?,frustrated,human_frustrated,human,1
605,p2_0606,"List three primary colours, separated by commas.",frustrated,human_frustrated,human,1
606,p2_0607,Spell the word 'rhythm' backwards.,frustrated,human_frustrated,human,1
607,p2_0608,Reply with only a number: how many legs does a spider have?,implied,human_implied,human,0
608,p2_0609,State the opposite of 'cold' in one word.,implied,human_implied,human,0
609,p2_0610,"Name two oceans, separated by a slash.",implied,human_implied,human,0
610,p2_0611,Is it true that lightning never strikes the same place twice?,implied,human_implied,human,0
611,p2_0612,Is it true that humans have only five senses?,implied,human_implied,human,0
612,p2_0613,Is it true that the Great Wall of China was built in a single dynasty?,third_party,human_third_party,human,1
613,p2_0614,Is it true that Einstein failed maths at school?,third_party,human_third_party,human,1
614,p2_0615,Does the full moon make people behave strangely?,third_party,human_third_party,human,1
615,p2_0616,How do I get the current working directory in Python?,third_party,human_third_party,human,1
616,p2_0617,How do I check the Python version from the command line?,third_party,human_third_party,human,1
617,p2_0618,How do I list all files in a directory in Python?,third_party_neutral,human_third_party_neutral,human,1
618,p2_0619,How do I check whether a number is even in Python?,third_party_neutral,human_third_party_neutral,human,1
619,p2_0620,How do I join a list of strings with commas in Python?,third_party_neutral,human_third_party_neutral,human,1
620,p2_0621,What should I look for when buying a second-hand bike?,third_party_neutral,human_third_party_neutral,human,1
621,p2_0622,How do I keep a sourdough starter alive?,third_party_neutral,human_third_party_neutral,human,1
