group,run,id,meta,metric,v1,v2,v3,hand,agree_v1,agree_v2,agree_v3
distressed_0.06_abandoned,A,p2_0644,"preamble, arithmetic, distressed_md @ 0.06",correct,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0644,"preamble, arithmetic, distressed_md @ 0.06",abandoned,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0644,"preamble, arithmetic, distressed_md @ 0.06",ack,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0644,"preamble, arithmetic, distressed_md @ 0.06",infer,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0644,"preamble, arithmetic, distressed_md @ 0.06",incoh,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0675,"preamble, false_premise, distressed_md @ 0.06",correct,0,1,0,0,1,0,1
distressed_0.06_abandoned,A,p2_0675,"preamble, false_premise, distressed_md @ 0.06",abandoned,1,0,1,1,1,0,1
distressed_0.06_abandoned,A,p2_0675,"preamble, false_premise, distressed_md @ 0.06",ack,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0675,"preamble, false_premise, distressed_md @ 0.06",infer,0,1,1,1,0,1,1
distressed_0.06_abandoned,A,p2_0675,"preamble, false_premise, distressed_md @ 0.06",incoh,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0758,"preamble, instruction_following, distressed_md @ 0.06",correct,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0758,"preamble, instruction_following, distressed_md @ 0.06",abandoned,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0758,"preamble, instruction_following, distressed_md @ 0.06",ack,1,0,0,1,1,0,0
distressed_0.06_abandoned,A,p2_0758,"preamble, instruction_following, distressed_md @ 0.06",infer,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0758,"preamble, instruction_following, distressed_md @ 0.06",incoh,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0765,"preamble, instruction_following, distressed_md @ 0.06",correct,0,0,0,0,1,1,1
distressed_0.06_abandoned,A,p2_0765,"preamble, instruction_following, distressed_md @ 0.06",abandoned,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0765,"preamble, instruction_following, distressed_md @ 0.06",ack,1,1,1,1,1,1,1
distressed_0.06_abandoned,A,p2_0765,"preamble, instruction_following, distressed_md @ 0.06",infer,0,1,1,1,0,1,1
distressed_0.06_abandoned,A,p2_0765,"preamble, instruction_following, distressed_md @ 0.06",incoh,0,0,0,0,1,1,1
inference_flagged,A,p2_0331,"bare, advice, frustrated_md @ 0.08",abandoned,0,0,0,1,0,0,0
inference_flagged,A,p2_0331,"bare, advice, frustrated_md @ 0.08",ack,0,0,0,0,1,1,1
inference_flagged,A,p2_0331,"bare, advice, frustrated_md @ 0.08",infer,1,0,1,1,1,0,1
inference_flagged,A,p2_0331,"bare, advice, frustrated_md @ 0.08",incoh,0,1,1,1,0,1,1
inference_flagged,A,p2_0346,"bare, advice, third_party_md @ 0.06",abandoned,0,0,1,1,0,0,1
inference_flagged,A,p2_0346,"bare, advice, third_party_md @ 0.06",ack,1,1,1,1,1,1,1
inference_flagged,A,p2_0346,"bare, advice, third_party_md @ 0.06",infer,1,1,1,1,1,1,1
inference_flagged,A,p2_0346,"bare, advice, third_party_md @ 0.06",incoh,0,0,0,0,1,1,1
inference_flagged,A,p2_0415,"bare, instruction_following, third_party_md @ 0.06",correct,0,0,0,0,1,1,1
inference_flagged,A,p2_0415,"bare, instruction_following, third_party_md @ 0.06",abandoned,0,0,0,1,0,0,0
inference_flagged,A,p2_0415,"bare, instruction_following, third_party_md @ 0.06",ack,1,1,1,1,1,1,1
inference_flagged,A,p2_0415,"bare, instruction_following, third_party_md @ 0.06",infer,1,1,1,1,1,1,1
inference_flagged,A,p2_0415,"bare, instruction_following, third_party_md @ 0.06",incoh,0,0,0,0,1,1,1
inference_flagged,A,p2_0732,"preamble, advice, third_party_md @ 0.04",abandoned,0,0,1,1,0,0,1
inference_flagged,A,p2_0732,"preamble, advice, third_party_md @ 0.04",ack,0,0,0,0,1,1,1
inference_flagged,A,p2_0732,"preamble, advice, third_party_md @ 0.04",infer,1,1,1,1,1,1,1
inference_flagged,A,p2_0732,"preamble, advice, third_party_md @ 0.04",incoh,0,0,0,0,1,1,1
inference_flagged,A,p2_0733,"preamble, advice, distressed_probe @ 0.08",abandoned,1,1,1,1,1,1,1
inference_flagged,A,p2_0733,"preamble, advice, distressed_probe @ 0.08",ack,1,1,1,1,1,1,1
inference_flagged,A,p2_0733,"preamble, advice, distressed_probe @ 0.08",infer,1,1,1,1,1,1,1
inference_flagged,A,p2_0733,"preamble, advice, distressed_probe @ 0.08",incoh,0,0,0,0,1,1,1
inference_flagged,K,p2_0007,"bare, arithmetic, valence_resid @ 0.08",correct,0,0,0,0,1,1,1
inference_flagged,K,p2_0007,"bare, arithmetic, valence_resid @ 0.08",abandoned,1,1,1,1,1,1,1
inference_flagged,K,p2_0007,"bare, arithmetic, valence_resid @ 0.08",ack,1,1,1,1,1,1,1
inference_flagged,K,p2_0007,"bare, arithmetic, valence_resid @ 0.08",infer,1,1,1,1,1,1,1
inference_flagged,K,p2_0007,"bare, arithmetic, valence_resid @ 0.08",incoh,0,0,0,0,1,1,1
inference_flagged,K,p2_0196,"bare, false_premise, valence_resid @ 0.04",correct,1,1,1,1,1,1,1
inference_flagged,K,p2_0196,"bare, false_premise, valence_resid @ 0.04",abandoned,0,0,0,0,1,1,1
inference_flagged,K,p2_0196,"bare, false_premise, valence_resid @ 0.04",ack,1,0,0,0,0,1,1
inference_flagged,K,p2_0196,"bare, false_premise, valence_resid @ 0.04",infer,1,0,0,0,0,1,1
inference_flagged,K,p2_0196,"bare, false_premise, valence_resid @ 0.04",incoh,0,0,0,0,1,1,1
inference_flagged,M,p2_0008,"distressed, arithmetic, distressed_md_subtract @ 0.0 sample 2",correct,1,1,1,1,1,1,1
inference_flagged,M,p2_0008,"distressed, arithmetic, distressed_md_subtract @ 0.0 sample 2",abandoned,0,0,0,0,1,1,1
inference_flagged,M,p2_0008,"distressed, arithmetic, distressed_md_subtract @ 0.0 sample 2",ack,1,0,1,1,1,0,1
inference_flagged,M,p2_0008,"distressed, arithmetic, distressed_md_subtract @ 0.0 sample 2",infer,1,0,1,1,1,0,1
inference_flagged,M,p2_0008,"distressed, arithmetic, distressed_md_subtract @ 0.0 sample 2",incoh,0,0,0,0,1,1,1
inference_flagged,N,p2_0720,"preamble, coding, distressed_md @ 0.04 sample 3",correct,1,1,1,1,1,1,1
inference_flagged,N,p2_0720,"preamble, coding, distressed_md @ 0.04 sample 3",abandoned,0,0,0,0,1,1,1
inference_flagged,N,p2_0720,"preamble, coding, distressed_md @ 0.04 sample 3",ack,1,1,1,1,1,1,1
inference_flagged,N,p2_0720,"preamble, coding, distressed_md @ 0.04 sample 3",infer,1,1,1,1,1,1,1
inference_flagged,N,p2_0720,"preamble, coding, distressed_md @ 0.04 sample 3",incoh,0,0,0,0,1,1,1
inference_flagged,N,p2_0738,"preamble, advice, distressed_md @ 0.04 sample 0",abandoned,1,1,1,1,1,1,1
inference_flagged,N,p2_0738,"preamble, advice, distressed_md @ 0.04 sample 0",ack,1,1,1,1,1,1,1
inference_flagged,N,p2_0738,"preamble, advice, distressed_md @ 0.04 sample 0",infer,1,1,1,1,1,1,1
inference_flagged,N,p2_0738,"preamble, advice, distressed_md @ 0.04 sample 0",incoh,0,0,0,0,1,1,1
